chr	start	end	strand	ensembl	gene_name	gene_type
2	84650647	84687169	-	ENSG00000163541	SUCLG1	protein_coding
2	84743579	85046713	+	ENSG00000115423	DNAH6	protein_coding
2	85048774	85134132	-	ENSG00000186854	C2orf89	protein_coding
2	85132749	85133795	+	ENSG00000034510	TMSB10	protein_coding
2	85198216	85282560	+	ENSG00000176407	KCMF1	protein_coding
2	85360533	85537511	+	ENSG00000152284	TCF7L1	protein_coding
2	85545147	85555548	-	ENSG00000152291	TGOLN2	protein_coding
2	85569211	85581743	-	ENSG00000042445	RETSAT	protein_coding
2	85581517	85618875	+	ENSG00000115459	ELMOD3	protein_coding
2	85621346	85645555	-	ENSG00000042493	CAPG	protein_coding
2	85645844	85664152	+	ENSG00000152292	SH2D6	protein_coding
2	85766288	85772403	+	ENSG00000168906	MAT2A	protein_coding
2	85774743	85788670	-	ENSG00000115486	GGCX	protein_coding
2	85788685	85809154	+	ENSG00000118640	VAMP8	protein_coding
2	85811531	85820535	+	ENSG00000168899	VAMP5	protein_coding
2	85822848	85824736	+	ENSG00000168894	RNF181	protein_coding
2	85825671	85830319	-	ENSG00000168890	TMEM150A	protein_coding
2	85829979	85876406	+	ENSG00000168883	USP39	protein_coding
2	85833777	85839189	-	ENSG00000168887	C2orf68	protein_coding
2	85884437	85895864	-	ENSG00000168878	SFTPB	protein_coding
2	85912298	85925977	+	ENSG00000115523	GNLY	protein_coding
2	85978467	86015189	+	ENSG00000168874	ATOH8	protein_coding
2	86066267	86116137	-	ENSG00000115525	ST3GAL5	protein_coding
2	86253451	86333278	-	ENSG00000068654	POLR1A	protein_coding
2	86333305	86369280	+	ENSG00000132300	PTCD3	protein_coding
2	86371055	86422893	-	ENSG00000132305	IMMT	protein_coding
2	86426580	86440917	+	ENSG00000132313	MRPL35	protein_coding
2	86441116	86565206	-	ENSG00000068615	REEP1	protein_coding
2	86667770	86719839	+	ENSG00000115548	KDM3A	protein_coding
2	86730554	86948245	-	ENSG00000115561	CHMP3	protein_coding
2	86737547	86850151	-	ENSG00000249884	RNF103-VPS24	protein_coding
2	86830516	86850989	-	ENSG00000239305	RNF103	protein_coding
2	86947296	87005164	+	ENSG00000153561	RMND5A	protein_coding
2	87011729	87035519	-	ENSG00000153563	CD8A	protein_coding
2	87042462	87089047	-	ENSG00000172116	CD8B	protein_coding
2	87089023	87092827	+	ENSG00000229615	AC111200.1	protein_coding
2	87135076	87241104	+	ENSG00000187627	RGPD1	protein_coding
2	87229682	87248975	-	ENSG00000183281	PLGLB1	protein_coding
2	88045917	88058312	+	ENSG00000125551	PLGLB2	protein_coding
2	88055474	88285309	-	ENSG00000185304	RGPD2	protein_coding
2	88326724	88355248	-	ENSG00000172086	KRCC1	protein_coding
2	88367299	88412906	+	ENSG00000115593	SMYD1	protein_coding
2	88422510	88427635	-	ENSG00000163586	FABP1	protein_coding
2	88469835	88486146	+	ENSG00000144115	THNSL2	protein_coding
2	88824169	88829102	+	ENSG00000172073	C2orf51	protein_coding
2	88856259	88927094	-	ENSG00000172071	EIF2AK3	protein_coding
2	88991162	89050445	+	ENSG00000153574	RPIA	protein_coding
2	89533687	89533965	-	ENSG00000259718	AC110080.1	protein_coding
2	89890996	89891307	+	ENSG00000259574	AC233264.3	protein_coding
2	89901312	89911467	+	ENSG00000259667	AC233264.4	protein_coding
2	89975673	89977515	+	ENSG00000259766	AC233264.5	protein_coding
2	89999259	89999564	+	ENSG00000259253	AC233264.2	protein_coding
2	90007709	90008154	+	ENSG00000259226	AC233264.1	protein_coding
2	90060415	90061001	+	ENSG00000259391	AC009958.1	protein_coding
2	90249114	90249401	+	ENSG00000259625	AC073416.2	protein_coding
2	90537799	90538363	-	ENSG00000228325	AC233263.1	protein_coding
2	95537178	95542574	+	ENSG00000163060	TEKT4	protein_coding
2	95691422	95719737	+	ENSG00000172005	MAL	protein_coding
2	95752952	95815179	-	ENSG00000144029	MRPS5	protein_coding
2	95813075	95831158	-	ENSG00000144026	ZNF514	protein_coding
2	95831177	95850065	+	ENSG00000163067	ZNF2	protein_coding
2	95940201	95957056	+	ENSG00000155066	PROM2	protein_coding
2	95963052	96051825	+	ENSG00000115041	KCNIP3	protein_coding
2	96068469	96082364	+	ENSG00000115042	FAHD2A	protein_coding
2	96194603	96198143	+	ENSG00000229689	AC009237.1	protein_coding
2	96257766	96265526	+	ENSG00000144015	TRIM43	protein_coding
2	96514587	96657541	-	ENSG00000174501	AC073995.2	protein_coding
2	96687694	96705199	-	ENSG00000186281	GPAT2	protein_coding
2	96778707	96781984	-	ENSG00000222040	ADRA2B	protein_coding
2	96789589	96804175	-	ENSG00000188886	ASTL	protein_coding
2	96808905	96811179	-	ENSG00000158050	DUSP2	protein_coding
2	96850597	96874563	-	ENSG00000084090	STARD7	protein_coding
2	96916312	96931732	-	ENSG00000135956	TMEM127	protein_coding
2	96931870	96939087	+	ENSG00000144021	CIAO1	protein_coding
2	96940074	96971297	-	ENSG00000144028	SNRNP200	protein_coding
2	96991069	96994091	+	ENSG00000198885	ITPRIPL1	protein_coding
2	97001525	97039583	+	ENSG00000121152	NCAPH	protein_coding
2	97202480	97218375	+	ENSG00000196843	ARID5A	protein_coding
2	97258907	97308524	-	ENSG00000114982	KIAA1310	protein_coding
2	97371666	97405801	-	ENSG00000114988	LMAN2L	protein_coding
2	97426639	97477628	+	ENSG00000158158	CNNM4	protein_coding
2	97481982	97499648	+	ENSG00000168763	CNNM3	protein_coding
2	97490263	97523671	-	ENSG00000163126	ANKRD23	protein_coding
2	97502348	97523832	-	ENSG00000213337	ANKRD39	protein_coding
2	97525453	97536494	-	ENSG00000168758	SEMA4C	protein_coding
2	97541620	97684175	-	ENSG00000168754	FAM178B	protein_coding
2	97747779	97760619	-	ENSG00000144199	FAHD2B	protein_coding
2	97779233	97930258	+	ENSG00000135976	ANKRD36	protein_coding
2	98262503	98264846	+	ENSG00000135940	COX5B	protein_coding
2	98272431	98280570	-	ENSG00000115073	ACTR1B	protein_coding
2	98330023	98356325	+	ENSG00000115085	ZAP70	protein_coding
2	98372799	98612388	-	ENSG00000075568	TMEM131	protein_coding
2	98703579	98929762	+	ENSG00000168658	VWA3B	protein_coding
2	98947852	98972468	-	ENSG00000222000	AC092675.3	protein_coding
2	98962618	99015064	+	ENSG00000144191	CNGA3	protein_coding
2	99061317	99207496	+	ENSG00000040933	INPP4A	protein_coding
2	99215773	99224978	-	ENSG00000183513	COA5	protein_coding
2	99225042	99234978	+	ENSG00000115446	UNC50	protein_coding
2	99235569	99347589	-	ENSG00000071073	MGAT4A	protein_coding
2	99410309	99552722	-	ENSG00000196872	C2orf55	protein_coding
2	99613724	99771427	-	ENSG00000135951	TSGA10	protein_coding
2	99757948	99939204	+	ENSG00000241962	C2orf15	protein_coding
2	99771418	99779620	+	ENSG00000144182	LIPT1	protein_coding
2	99771461	99814089	+	ENSG00000185414	MRPL30	protein_coding
2	99777890	99797521	-	ENSG00000158411	MITD1	protein_coding
2	99858709	99871745	-	ENSG00000185674	LYG2	protein_coding
2	99900701	99921205	-	ENSG00000144214	LYG1	protein_coding
2	99921090	99957165	-	ENSG00000115514	TXNDC9	protein_coding
2	99953816	100016728	+	ENSG00000158417	EIF5B	protein_coding
2	100016938	100106497	-	ENSG00000135945	REV1	protein_coding
2	100163718	100759201	-	ENSG00000144218	AFF3	protein_coding
2	100889753	100939195	-	ENSG00000170500	LONRF2	protein_coding
2	101008327	101034118	-	ENSG00000115526	CHST10	protein_coding
2	101086944	101099742	+	ENSG00000204640	NMS	protein_coding
2	101179152	101193197	+	ENSG00000115539	PDCL3	protein_coding
2	101436614	101613291	+	ENSG00000170485	NPAS2	protein_coding
2	101618177	101640494	+	ENSG00000071082	RPL31	protein_coding
2	101624079	101869328	-	ENSG00000204634	TBC1D8	protein_coding
2	101869264	101886778	+	ENSG00000158435	C2orf29	protein_coding
2	101887681	101925163	-	ENSG00000163162	RNF149	protein_coding
2	101965209	102004057	-	ENSG00000175874	CREG2	protein_coding
2	101966891	102091165	-	ENSG00000196460	RFX8	protein_coding
2	102313312	102508449	+	ENSG00000071054	MAP4K4	protein_coding
2	102508955	102511150	+	ENSG00000233404	AC005035.1	protein_coding
2	102608306	102645006	+	ENSG00000115590	IL1R2	protein_coding
2	102681004	102796334	+	ENSG00000115594	IL1R1	protein_coding
2	102803433	102856462	+	ENSG00000115598	IL1RL2	protein_coding
2	102927962	102968497	+	ENSG00000115602	IL1RL1	protein_coding
2	102927989	103015218	+	ENSG00000115604	IL18R1	protein_coding
2	103035149	103069025	+	ENSG00000115607	IL18RAP	protein_coding
2	103089762	103150431	+	ENSG00000180251	SLC9A4	protein_coding
2	103236166	103327777	+	ENSG00000115616	SLC9A2	protein_coding
2	103332299	103353347	-	ENSG00000135953	MFSD9	protein_coding
2	103353367	103460352	+	ENSG00000170417	TMEM182	protein_coding
2	105471969	105476929	+	ENSG00000198914	POU3F3	protein_coding
2	105654441	105716418	+	ENSG00000135972	MRPS9	protein_coding
2	105858200	105859924	+	ENSG00000135973	GPR45	protein_coding
2	105880871	105946491	-	ENSG00000135966	TGFBRAP1	protein_coding
2	105953816	105965668	+	ENSG00000135974	C2orf49	protein_coding
2	105974169	106054960	-	ENSG00000115641	FHL2	protein_coding
2	106361354	106510730	+	ENSG00000071051	NCK2	protein_coding
2	106679702	106694615	+	ENSG00000119147	C2orf40	protein_coding
2	106709759	106810795	-	ENSG00000115652	UXS1	protein_coding
2	107007564	107084832	-	ENSG00000153165	RGPD3	protein_coding
2	107418056	107503564	-	ENSG00000144057	ST6GAL2	protein_coding
2	108443388	108507297	+	ENSG00000196862	RGPD4	protein_coding
2	108602979	108630450	+	ENSG00000115665	SLC5A7	protein_coding
2	108863651	108881807	+	ENSG00000196228	SULT1C3	protein_coding
2	108905095	108926371	+	ENSG00000198203	SULT1C2	protein_coding
2	108994367	109004513	+	ENSG00000198075	SULT1C4	protein_coding
2	109065017	109125871	+	ENSG00000135968	GCC2	protein_coding
2	109150857	109303702	+	ENSG00000169756	LIMS1	protein_coding
2	109335937	109402267	+	ENSG00000153201	RANBP2	protein_coding
2	109403213	109493034	+	ENSG00000163006	CCDC138	protein_coding
2	109510927	109605828	-	ENSG00000135960	EDAR	protein_coding
2	109745804	110262207	+	ENSG00000172985	SH3RF3	protein_coding
2	110300380	110371783	-	ENSG00000186522	SEPT10	protein_coding
2	110371911	110376563	+	ENSG00000198142	ANKRD57	protein_coding
2	110550335	110615272	+	ENSG00000015568	RGPD5	protein_coding
2	110656005	110679243	+	ENSG00000256977	LIMS3	protein_coding
2	110841447	110874143	-	ENSG00000144063	MALL	protein_coding
2	110879888	110962643	-	ENSG00000144061	NPHP1	protein_coding
2	111207418	111230511	-	ENSG00000256671	LIMS3L	protein_coding
2	111271389	111334762	-	ENSG00000183054	RGPD6	protein_coding
2	111395275	111435691	-	ENSG00000169679	BUB1	protein_coding
2	111490150	111875799	+	ENSG00000153093	ACOXL	protein_coding
2	111876955	111924587	+	ENSG00000153094	BCL2L11	protein_coding
2	111994581	111996624	-	ENSG00000233488	AC108463.1	protein_coding
2	112523848	112642267	-	ENSG00000153107	ANAPC1	protein_coding
2	112656056	112787138	+	ENSG00000153208	MERTK	protein_coding
2	112812800	112876895	+	ENSG00000153214	TMEM87B	protein_coding
2	112895962	112945791	+	ENSG00000144152	FBLN7	protein_coding
2	112973254	113012713	-	ENSG00000144161	ZC3H8	protein_coding
2	113033171	113097640	+	ENSG00000188177	ZC3H6	protein_coding
2	113127669	113192065	-	ENSG00000169629	RGPD8	protein_coding
2	113239731	113290227	+	ENSG00000114999	TTL	protein_coding
2	113299492	113334673	+	ENSG00000125630	POLR1B	protein_coding
2	113341817	113346852	+	ENSG00000125611	CHCHD5	protein_coding
2	113403434	113421404	+	ENSG00000144136	SLC20A1	protein_coding
2	113479063	113500456	+	ENSG00000144130	NT5DC4	protein_coding
2	113493930	113522254	-	ENSG00000169607	CKAP2L	protein_coding
2	113531492	113542167	-	ENSG00000115008	IL1A	protein_coding
2	113587328	113594480	-	ENSG00000125538	IL1B	protein_coding
2	113670548	113676459	+	ENSG00000125571	IL37	protein_coding
2	113730780	113743220	+	ENSG00000136688	IL36G	protein_coding
2	113763038	113766126	+	ENSG00000136694	IL36A	protein_coding
2	113779668	113810444	-	ENSG00000136696	IL36B	protein_coding
2	113816215	113822325	+	ENSG00000136695	IL36RN	protein_coding
2	113825547	113833427	+	ENSG00000136697	IL1F10	protein_coding
2	113864791	113891593	+	ENSG00000136689	IL1RN	protein_coding
2	113914902	113960814	+	ENSG00000125637	PSD4	protein_coding
2	113973574	114036527	-	ENSG00000125618	PAX8	protein_coding
2	114195268	114253766	+	ENSG00000136682	CBWD2	protein_coding
2	114204992	114205429	-	ENSG00000238091	AC016745.1	protein_coding
2	114256661	114258728	+	ENSG00000184492	FOXD4L1	protein_coding
2	114384806	114400973	+	ENSG00000144134	RABL2A	protein_coding
2	114462588	114514400	-	ENSG00000115084	SLC35F5	protein_coding
2	114647537	114720173	+	ENSG00000115091	ACTR3	protein_coding
2	115199876	116603328	+	ENSG00000175497	DPP10	protein_coding
2	118572226	118589955	+	ENSG00000088205	DDX18	protein_coding
2	118673054	118771709	-	ENSG00000125633	CCDC93	protein_coding
2	118846028	118868573	+	ENSG00000125629	INSIG2	protein_coding
2	119591401	119592686	-	ENSG00000258910	RP11-19E11.1	protein_coding
2	119599766	119605254	-	ENSG00000163064	EN1	protein_coding
2	119699742	119752236	+	ENSG00000019169	MARCO	protein_coding
2	119913819	119916465	-	ENSG00000144119	C1QL2	protein_coding
2	119981384	120023228	+	ENSG00000115107	STEAP3	protein_coding
2	120059801	120124404	-	ENSG00000186132	C2orf76	protein_coding
2	120124497	120130126	+	ENSG00000155368	DBI	protein_coding
2	120187477	120196096	+	ENSG00000171227	TMEM37	protein_coding
2	120197419	120282070	-	ENSG00000080293	SCTR	protein_coding
2	120302008	120419827	+	ENSG00000163075	AC069154.2	protein_coding
2	120436743	120444083	+	ENSG00000144120	TMEM177	protein_coding
2	120517207	120741394	+	ENSG00000088179	PTPN4	protein_coding
2	120770581	120936695	+	ENSG00000115109	EPB41L5	protein_coding
2	120978854	120980984	-	ENSG00000226479	TMEM185B	protein_coding
2	120997640	121052285	+	ENSG00000144118	RALB	protein_coding
2	121103719	121109384	+	ENSG00000163083	INHBB	protein_coding
2	121493199	121750229	+	ENSG00000074047	GLI2	protein_coding
2	121974163	122042783	-	ENSG00000115112	TFCP2L1	protein_coding
2	122095354	122407163	-	ENSG00000074054	CLASP1	protein_coding
2	122484521	122494499	-	ENSG00000155438	MKI67IP	protein_coding
2	122494679	122525429	+	ENSG00000211460	TSN	protein_coding
2	124782864	125672864	+	ENSG00000155052	CNTNAP5	protein_coding
2	127413509	127454246	+	ENSG00000136732	GYPC	protein_coding
2	127805603	127864931	-	ENSG00000136717	BIN1	protein_coding
2	127941696	127977654	-	ENSG00000186684	CYP27C1	protein_coding
2	128014866	128051752	-	ENSG00000163161	ERCC3	protein_coding
2	128056306	128146041	-	ENSG00000169967	MAP3K2	protein_coding
2	128176003	128186822	+	ENSG00000115718	PROC	protein_coding
2	128193783	128284462	-	ENSG00000163166	IWS1	protein_coding
2	128293378	128395304	+	ENSG00000169994	MYO7B	protein_coding
2	128395956	128439360	-	ENSG00000072163	LIMS2	protein_coding
2	128403439	128413754	+	ENSG00000144230	GPR17	protein_coding
2	128458596	128568761	-	ENSG00000136709	WDR33	protein_coding
2	128458597	128461385	+	ENSG00000173349	SFT2D3	protein_coding
2	128603896	128615731	-	ENSG00000144231	POLR2D	protein_coding
2	128619204	128643496	-	ENSG00000144233	AMMECR1L	protein_coding
2	128698791	128785694	-	ENSG00000136715	SAP130	protein_coding
2	128848774	128953251	+	ENSG00000136731	UGGT1	protein_coding
2	128994290	129076151	-	ENSG00000136720	HS6ST1	protein_coding
2	130737235	130740311	+	ENSG00000222014	RAB6C	protein_coding
2	130831108	130886795	-	ENSG00000196604	POTEF	protein_coding
2	130896860	130902707	-	ENSG00000152076	CCDC74B	protein_coding
2	130908981	130940323	-	ENSG00000136699	SMPD4	protein_coding
2	130939310	130948302	+	ENSG00000152082	MZT2B	protein_coding
2	130949318	130956034	-	ENSG00000152086	TUBA3E	protein_coding
2	131095814	131099922	-	ENSG00000136710	CCDC115	protein_coding
2	131099798	131105383	+	ENSG00000136718	IMP4	protein_coding
2	131113580	131132982	+	ENSG00000072135	PTPN18	protein_coding
2	131217028	131267239	-	ENSG00000196834	POTEI	protein_coding
2	131278770	131285579	+	ENSG00000152093	CFC1B	protein_coding
2	131296668	131307456	-	ENSG00000184761	AC013269.5	protein_coding
2	131328402	131341734	+	ENSG00000183292	MIR5096	protein_coding
2	131350339	131357123	-	ENSG00000136698	CFC1	protein_coding
2	131369054	131415664	+	ENSG00000222038	POTEJ	protein_coding
2	131486643	131487909	+	ENSG00000173302	GPR148	protein_coding
2	131513008	131525707	+	ENSG00000178171	FAM123C	protein_coding
2	131594489	131804836	+	ENSG00000136002	ARHGEF4	protein_coding
2	131805449	131851033	-	ENSG00000152102	FAM168B	protein_coding
2	131862420	132111282	+	ENSG00000115762	PLEKHB2	protein_coding
2	131975882	132022965	+	ENSG00000188219	AC131180.1	protein_coding
2	132044330	132050127	+	ENSG00000178206	CYP4F31P	protein_coding
2	132222473	132250316	-	ENSG00000173272	MZT2A	protein_coding
2	132233666	132240507	+	ENSG00000075886	TUBA3D	protein_coding
2	132285248	132291239	+	ENSG00000163040	CCDC74A	protein_coding
2	132479948	132524973	+	ENSG00000197927	C2orf27A	protein_coding
2	132552534	132559234	-	ENSG00000186825	C2orf27B	protein_coding
2	132905164	133015542	-	ENSG00000163046	ANKRD30BL	protein_coding
2	133174147	133404132	+	ENSG00000183840	GPR39	protein_coding
2	133402337	133429152	-	ENSG00000150551	LYPD1	protein_coding
2	133429374	134326034	-	ENSG00000176771	NCKAP5	protein_coding
2	134877554	135212192	+	ENSG00000152127	MGAT5	protein_coding
2	135213330	135476570	-	ENSG00000152128	TMEM163	protein_coding
2	135596117	135659604	+	ENSG00000153086	ACMSD	protein_coding
2	135675805	135716912	+	ENSG00000082258	CCNT2	protein_coding
2	135722061	135805038	-	ENSG00000176601	YSK4	protein_coding
2	135809835	135933964	+	ENSG00000115839	RAB3GAP1	protein_coding
2	135894486	136288806	-	ENSG00000121988	ZRANB3	protein_coding
2	136289025	136482840	+	ENSG00000048991	R3HDM1	protein_coding
2	136499189	136542633	+	ENSG00000144224	UBXN4	protein_coding
2	136545410	136594750	-	ENSG00000115850	LCT	protein_coding
2	136597196	136633996	-	ENSG00000076003	MCM6	protein_coding
2	136664247	136743670	-	ENSG00000115866	DARS	protein_coding
2	136871919	136875735	-	ENSG00000121966	CXCR4	protein_coding
2	137523115	138435287	+	ENSG00000144229	THSD7B	protein_coding
2	138721590	138773930	+	ENSG00000150540	HNMT	protein_coding
2	139259371	139331117	+	ENSG00000144228	SPOPL	protein_coding
2	139428342	139537918	-	ENSG00000144227	NXPH2	protein_coding
2	140988992	142889270	-	ENSG00000168702	LRP1B	protein_coding
2	143635067	143799890	+	ENSG00000115919	KYNU	protein_coding
2	143848931	144525921	+	ENSG00000075884	ARHGAP15	protein_coding
2	144703321	145090135	-	ENSG00000121964	GTDC1	protein_coding
2	145121063	145282147	-	ENSG00000169554	ZEB2	protein_coding
2	148602086	148688393	+	ENSG00000121989	ACVR2A	protein_coding
2	148691732	148779147	-	ENSG00000115947	ORC4	protein_coding
2	148778580	149275805	+	ENSG00000204406	MBD5	protein_coding
2	149402009	149545130	+	ENSG00000135999	EPC2	protein_coding
2	149632819	149883273	+	ENSG00000168280	KIF5C	protein_coding
2	149894621	150071776	+	ENSG00000150556	LYPD6B	protein_coding
2	150186499	150330662	+	ENSG00000187123	LYPD6	protein_coding
2	150426148	150444330	-	ENSG00000168288	MMADHC	protein_coding
2	151324709	151395525	-	ENSG00000115963	RND3	protein_coding
2	151857734	151905288	-	ENSG00000222031	AC023469.1	protein_coding
2	152104454	152118393	-	ENSG00000184898	RBM43	protein_coding
2	152126979	152146571	-	ENSG00000123609	NMI	protein_coding
2	152214106	152236560	+	ENSG00000123610	TNFAIP6	protein_coding
2	152266397	152364527	+	ENSG00000080345	RIF1	protein_coding
2	152341850	152591001	-	ENSG00000183091	NEB	protein_coding
2	152645498	152685009	-	ENSG00000162980	ARL5A	protein_coding
2	152689290	152955593	-	ENSG00000182389	CACNB4	protein_coding
2	152973315	153032506	-	ENSG00000115145	STAM2	protein_coding
2	153191751	153506348	+	ENSG00000157827	FMNL2	protein_coding
2	153508107	153574511	-	ENSG00000196504	PRPF40A	protein_coding
2	153574407	153617688	+	ENSG00000177917	ARL6IP6	protein_coding
2	154333852	154335322	-	ENSG00000177519	RPRM	protein_coding
2	154728426	155310361	+	ENSG00000144278	GALNT13	protein_coding
2	155554811	155714863	+	ENSG00000162989	KCNJ3	protein_coding
2	157180944	157198860	-	ENSG00000153234	NR4A2	protein_coding
2	157291802	157470247	+	ENSG00000115159	GPD2	protein_coding
2	158114110	158170723	+	ENSG00000136542	GALNT5	protein_coding
2	158175137	158184225	-	ENSG00000136541	ERMN	protein_coding
2	158271131	158345473	-	ENSG00000115165	CYTIP	protein_coding
2	158388888	158485517	-	ENSG00000123612	ACVR1C	protein_coding
2	158592958	158732374	-	ENSG00000115170	ACVR1	protein_coding
2	158851691	158992478	+	ENSG00000007001	UPP2	protein_coding
2	159027593	159313265	-	ENSG00000153237	CCDC148	protein_coding
2	159313476	159539391	+	ENSG00000144283	PKP4	protein_coding
2	159651829	159719293	+	ENSG00000163331	DAPL1	protein_coding
2	159825146	160089170	+	ENSG00000115183	TANC1	protein_coding
2	160092304	160143310	-	ENSG00000196151	WDSUB1	protein_coding
2	160175490	160473203	-	ENSG00000123636	BAZ2B	protein_coding
2	160569000	160625359	+	ENSG00000136536	MARCH7	protein_coding
2	160625364	160654753	-	ENSG00000241399	CD302	protein_coding
2	160628362	160761260	-	ENSG00000054219	LY75	protein_coding
2	160628362	160761221	-	ENSG00000248672	LY75-CD302	protein_coding
2	160788519	160919121	-	ENSG00000153246	PLA2R1	protein_coding
2	160956177	161128399	-	ENSG00000115221	ITGB6	protein_coding
2	161128662	161350305	-	ENSG00000153250	RBMS1	protein_coding
2	161993419	162092732	+	ENSG00000136560	TANK	protein_coding
2	162164549	162268228	+	ENSG00000115233	PSMD14	protein_coding
2	162272605	162282381	+	ENSG00000136535	TBR1	protein_coding
2	162280843	162841792	+	ENSG00000144290	SLC4A10	protein_coding
2	162848751	162931052	-	ENSG00000197635	DPP4	protein_coding
2	162999392	163008914	-	ENSG00000115263	GCG	protein_coding
2	163027194	163101661	-	ENSG00000078098	FAP	protein_coding
2	163123589	163175213	-	ENSG00000115267	IFIH1	protein_coding
2	163175350	163228105	+	ENSG00000115271	GCA	protein_coding
2	163227917	163695240	-	ENSG00000184611	KCNH7	protein_coding
2	164449906	164592522	-	ENSG00000182263	FIGN	protein_coding
2	165349322	165478358	-	ENSG00000115290	GRB14	protein_coding
2	165510134	165700189	-	ENSG00000082438	COBLL1	protein_coding
2	165752696	165812035	-	ENSG00000169507	SLC38A11	protein_coding
2	165944032	166060577	-	ENSG00000153253	SCN3A	protein_coding
2	166095912	166248818	+	ENSG00000136531	SCN2A	protein_coding
2	166326157	166545917	+	ENSG00000178662	CSRNP3	protein_coding
2	166604101	166651192	-	ENSG00000115339	GALNT3	protein_coding
2	166713985	166810353	-	ENSG00000123607	TTC21B	protein_coding
2	166845670	166930149	-	ENSG00000144285	SCN1A	protein_coding
2	167051695	167232503	-	ENSG00000169432	SCN9A	protein_coding
2	167260083	167350757	-	ENSG00000136546	SCN7A	protein_coding
2	167744997	168116263	+	ENSG00000163092	XIRP2	protein_coding
2	168675182	168727366	+	ENSG00000172318	B3GALT1	protein_coding
2	168810530	169104651	-	ENSG00000198648	STK39	protein_coding
2	169312372	169631644	+	ENSG00000172292	CERS6	protein_coding
2	169643049	169722024	+	ENSG00000163072	NOSTRIN	protein_coding
2	169690642	169769881	-	ENSG00000152253	SPC25	protein_coding
2	169757750	169766505	+	ENSG00000152254	G6PC2	protein_coding
2	169779448	169887832	-	ENSG00000073734	ABCB11	protein_coding
2	169921299	169952677	+	ENSG00000073737	DHRS9	protein_coding
2	169983619	170219195	-	ENSG00000081479	LRP2	protein_coding
2	170335688	170382432	+	ENSG00000163093	BBS5	protein_coding
2	170335990	170382432	+	ENSG00000251569	RP11-724O16.1	protein_coding
2	170366212	170382772	+	ENSG00000239474	KBTBD10	protein_coding
2	170386259	170430385	-	ENSG00000138399	FASTKD1	protein_coding
2	170440850	170504696	+	ENSG00000138398	PPIG	protein_coding
2	170501935	170550943	-	ENSG00000154479	C2orf77	protein_coding
2	170550975	170558218	+	ENSG00000144362	PHOSPHO2	protein_coding
2	170550998	170633499	+	ENSG00000213160	KLHL23	protein_coding
2	170648443	170668574	+	ENSG00000138385	SSB	protein_coding
2	170666591	170681441	-	ENSG00000138382	METTL5	protein_coding
2	170683968	170940641	+	ENSG00000144357	UBR3	protein_coding
2	171034655	171511662	+	ENSG00000071909	MYO3B	protein_coding
2	171568961	171571077	-	ENSG00000222033	AC007405.2	protein_coding
2	171571861	171574588	+	ENSG00000204335	SP5	protein_coding
2	171640296	171655481	+	ENSG00000204334	AC007405.7	protein_coding
2	171669723	171717661	+	ENSG00000128683	GAD1	protein_coding
2	171784974	171823639	+	ENSG00000115806	GORASP2	protein_coding
2	171847333	172087824	-	ENSG00000198586	TLK1	protein_coding
2	172179761	172291312	-	ENSG00000123600	METTL8	protein_coding
2	172290727	172341562	+	ENSG00000115827	DCAF17	protein_coding
2	172378757	172414643	+	ENSG00000071967	CYBRD1	protein_coding
2	172543919	172604930	+	ENSG00000077380	DYNC1I2	protein_coding
2	172640880	172864766	-	ENSG00000115840	SLC25A12	protein_coding
2	172778958	172848599	+	ENSG00000128708	HAT1	protein_coding
2	172864490	172947158	+	ENSG00000172878	METAP1D	protein_coding
2	172949468	172954405	+	ENSG00000144355	DLX1	protein_coding
2	172964167	172967628	-	ENSG00000115844	DLX2	protein_coding
2	173292082	173371181	+	ENSG00000091409	ITGA6	protein_coding
2	173420101	173489823	+	ENSG00000152256	PDK1	protein_coding
2	173600002	173917621	+	ENSG00000091428	RAPGEF4	protein_coding
2	173940163	174132738	+	ENSG00000091436	AC013461.1	protein_coding
2	174219548	174233725	+	ENSG00000144354	CDCA7	protein_coding
2	174771187	174830430	-	ENSG00000172845	SP3	protein_coding
2	174937175	175113426	-	ENSG00000138430	OLA1	protein_coding
2	175199674	175203220	+	ENSG00000217236	SP9	protein_coding
2	175212749	175260443	-	ENSG00000138433	CIR1	protein_coding
2	175260458	175294303	+	ENSG00000144306	SCRN3	protein_coding
2	175296966	175351822	-	ENSG00000163328	GPR155	protein_coding
2	175424300	175547644	-	ENSG00000115935	WIPF1	protein_coding
2	175612320	175629200	-	ENSG00000138435	CHRNA1	protein_coding
2	175664091	175870097	-	ENSG00000128656	CHN1	protein_coding
2	175936978	176033110	-	ENSG00000115966	ATF2	protein_coding
2	176040986	176049335	-	ENSG00000154518	ATP5G3	protein_coding
2	176788620	176867567	-	ENSG00000144320	KIAA1715	protein_coding
2	176942200	176948641	-	ENSG00000174279	EVX2	protein_coding
2	176957619	176960666	+	ENSG00000128714	HOXD13	protein_coding
2	176964458	176966408	+	ENSG00000170178	HOXD12	protein_coding
2	176968944	176974722	+	ENSG00000128713	HOXD11	protein_coding
2	176973518	176984670	+	ENSG00000128710	HOXD10	protein_coding
2	176987088	176989853	+	ENSG00000128709	HOXD9	protein_coding
2	176992555	176994493	-	ENSG00000175892	AC009336.1	protein_coding
2	176994422	176997423	+	ENSG00000175879	HOXD8	protein_coding
